timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-10-21 05:00:00,69039.0,69185.18,68951.27,68979.97,590.83933,1729490399999,40805399.79450390,78749,235.53883000,16268553.86886410,0
2024-10-21 06:00:00,68979.96,69146.51,68639.9,68699.36,697.48997,1729493999999,48109698.83358280,96884,283.69960000,19569097.89826860,0
2024-10-21 07:00:00,68699.36,68799.95,68488.33,68514.0,822.48063,1729497599999,56457314.61102920,148519,369.07165000,25336925.08176280,0
2024-10-21 08:00:00,68513.99,68661.0,68290.04,68301.46,1026.84906,1729501199999,70318515.35481600,121833,347.83691000,23822488.92455140,0
2024-10-21 09:00:00,68301.47,68426.0,68119.01,68378.0,1084.12302,1729504799999,74042612.94322040,154840,443.96242000,30326179.77690510,0
2024-10-21 10:00:00,68377.99,68482.87,68261.61,68281.49,1318.07234,1729508399999,90154392.51752320,104832,582.29380000,39835099.06079040,0
2024-10-21 11:00:00,68281.5,68434.0,68169.02,68238.01,815.1721,1729511999999,55678055.89474240,112598,343.76074000,23480509.27601650,0
2024-10-21 12:00:00,68238.0,68328.68,68046.0,68207.27,885.71411,1729515599999,60390997.08444350,123828,333.58913000,22748503.29546790,0
2024-10-21 13:00:00,68207.26,68242.0,67152.0,67312.0,5358.21525,1729519199999,362448072.80765320,413584,1538.61245000,104021678.39074150,0
2024-10-21 14:00:00,67312.01,67620.25,67020.0,67268.0,3713.85728,1729522799999,250050972.53900710,354163,1419.22580000,95577820.18428010,0
2024-10-21 15:00:00,67268.0,67347.96,66840.67,67341.02,2856.87172,1729526399999,191469203.95289390,287707,1505.12329000,100883123.68125390,0
2024-10-21 16:00:00,67341.02,67344.0,66894.0,67327.0,1382.94149,1729529999999,92826175.92086380,206228,667.47651000,44806942.28731570,0
2024-10-21 17:00:00,67326.99,67669.62,67260.0,67526.01,1640.03756,1729533599999,110754101.25809450,185288,858.00580000,57937101.13962860,0
2024-10-21 18:00:00,67526.0,67526.01,67035.04,67335.05,1277.99748,1729537199999,85990284.98795690,161211,601.99046000,40504866.95614250,0
2024-10-21 19:00:00,67335.05,67941.17,67335.01,67763.0,1240.18922,1729540799999,83905210.40031700,181036,658.93159000,44578206.32844460,0
2024-10-21 20:00:00,67763.99,67818.19,67624.18,67749.99,494.38709,1729544399999,33472706.85268780,93359,207.26843000,14033516.43738340,0
2024-10-21 21:00:00,67750.0,67933.79,67688.14,67803.21,389.90719,1729547999999,26439411.48426860,64593,168.26682000,11409350.07569250,0
2024-10-21 22:00:00,67803.21,67878.78,67602.84,67781.07,544.89463,1729551599999,36919473.10869830,90728,199.86065000,13540609.57861050,0
2024-10-21 23:00:00,67781.07,67781.08,67366.66,67377.5,662.80013,1729555199999,44753167.97829710,86730,198.48321000,13401607.07268820,0
2024-10-22 00:00:00,67377.5,67406.5,66571.42,67149.73,2276.06378,1729558799999,152417515.72825110,293095,994.91436000,66620900.86750430,0
2024-10-22 01:00:00,67149.73,67538.0,67050.0,67508.29,826.66904,1729562399999,55689722.27568620,175833,423.06911000,28498922.20028850,0
2024-10-22 02:00:00,67508.29,67694.92,67269.32,67317.23,876.23526,1729565999999,59183544.60647960,113554,428.57733000,28953330.53629420,0
2024-10-22 03:00:00,67317.23,67553.34,67300.55,67390.02,551.26328,1729569599999,37151669.39003130,73881,242.65330000,16353008.94852650,0
2024-10-22 04:00:00,67390.01,67493.35,67278.02,67493.34,386.13539,1729573199999,26020681.06001560,50419,186.77119000,12585346.65786740,0
2024-10-22 05:00:00,67493.35,67642.23,67452.05,67579.99,605.65686,1729576799999,40927654.28252800,63073,286.46446000,19358023.63328460,0
2024-10-22 06:00:00,67579.99,67800.0,67572.0,67572.01,992.83241,1729580399999,67233660.44565380,96701,591.11485000,40032902.26357260,0
2024-10-22 07:00:00,67572.0,67696.97,67386.04,67402.0,598.06763,1729583999999,40398332.17077280,66169,316.16769000,21354880.01607890,0
2024-10-22 08:00:00,67402.0,67402.14,66900.0,66934.07,1660.35676,1729587599999,111444969.47599280,177245,621.81331000,41730424.19191060,0
2024-10-22 09:00:00,66934.08,67127.71,66740.0,66960.02,1798.41018,1729591199999,120332796.03220930,231211,838.01100000,56080937.28283140,0
2024-10-22 10:00:00,66960.02,67240.0,66868.53,67184.56,1590.12437,1729594799999,106627045.55768260,141424,908.43056000,60909322.22455130,0
2024-10-22 11:00:00,67184.56,67526.67,67166.95,67299.15,904.03864,1729598399999,60888934.05977410,135124,455.74191000,30696718.29382810,0
2024-10-22 12:00:00,67299.15,67474.23,66860.0,66984.0,964.61675,1729601999999,64727172.00304520,178712,442.81717000,29715744.88584470,0
2024-10-22 13:00:00,66984.0,67175.0,66644.18,66998.21,1827.6462,1729605599999,122328246.60531810,319472,817.38809000,54724371.71155020,0
2024-10-22 14:00:00,66998.21,67686.67,66828.0,67559.03,2285.92003,1729609199999,153976791.98781040,480329,1305.02249000,87917513.64273600,0
2024-10-22 15:00:00,67559.03,67693.34,67105.65,67282.27,1155.40221,1729612799999,77838282.45725780,235042,513.89962000,34619070.80594410,0
2024-10-22 16:00:00,67282.27,67282.28,66920.0,66966.07,968.42904,1729616399999,64947578.81412210,185331,405.16856000,27166540.53203780,0
2024-10-22 17:00:00,66966.06,67435.0,66946.5,67331.58,952.92437,1729619999999,64080085.00247450,166659,631.78115000,42475263.89655800,0
2024-10-22 18:00:00,67331.58,67534.19,67246.79,67385.0,1006.37813,1729623599999,67847475.23607370,119132,729.79487000,49198812.21786580,0
2024-10-22 19:00:00,67385.0,67635.72,67343.81,67482.98,701.61513,1729627199999,47369592.34439560,116623,376.37401000,25407524.02466000,0
2024-10-22 20:00:00,67482.99,67575.57,67422.12,67532.0,447.5872,1729630799999,30217348.75499190,69738,302.86469000,20447810.20560300,0
2024-10-22 21:00:00,67532.0,67550.0,67415.3,67534.85,244.98103,1729634399999,16524654.70247460,37064,138.66855000,9352929.32803770,0
2024-10-22 22:00:00,67534.85,67836.01,67491.05,67724.0,618.02795,1729637999999,41829112.07211420,81361,303.17969000,20520147.45599830,0
2024-10-22 23:00:00,67724.0,67773.94,67292.0,67426.0,359.58104,1729641599999,24282926.59540040,62099,139.83061000,9440443.41649970,0
2024-10-23 00:00:00,67426.01,67472.83,67130.43,67179.13,577.86445,1729645199999,38856655.94929450,129987,259.03621000,17418389.77957100,0
2024-10-23 01:00:00,67179.13,67386.94,67179.13,67348.46,393.55985,1729648799999,26483283.42330240,71709,195.69149000,13166942.21772700,0
2024-10-23 02:00:00,67348.46,67386.93,67068.28,67096.0,581.36673,1729652399999,39062967.26570060,94457,200.62056000,13482233.95647130,0
