,timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,RSI,MACD,Signal_Line,MACD_Histogram,BB_middle,BB_upper,BB_lower,SMA_50,EMA_50,signal,RSI_signal,MACD_signal,BB_signal,MA_signal
0,2024-10-21 23:00:00,67781.07,67781.08,67366.66,67377.5,662.80013,1729555199999,44753167.97829710,86730,198.48321000,13401607.07268820,0,,0.0,0.0,0.0,,,,,67377.5,0,,,,
1,2024-10-22 00:00:00,67377.5,67406.5,66571.42,67149.73,2276.06378,1729558799999,152417515.72825110,293095,994.91436000,66620900.86750430,0,,-18.16968660968996,-3.6339373219379922,-14.535749287751969,,,,,67368.56784313725,0,,-1.0,,
2,2024-10-22 01:00:00,67149.73,67538.0,67050.0,67508.29,826.66904,1729562399999,55689722.27568620,175833,423.06911000,28498922.20028850,0,,-3.595057182974415,-3.6261612941452768,0.03110411117086187,,,,,67374.04714340638,0,,1.0,,
3,2024-10-22 02:00:00,67508.29,67694.92,67269.32,67317.23,876.23526,1729565999999,59183544.60647960,113554,428.57733000,28953330.53629420,0,,-7.376472222633311,-4.376223479842884,-3.0002487427904265,,,,,67371.81902013555,0,,-1.0,,
4,2024-10-22 03:00:00,67317.23,67553.34,67300.55,67390.02,551.26328,1729569599999,37151669.39003130,73881,242.65330000,16353008.94852650,0,,-4.448447285365546,-4.3906682409474165,-0.057779044418129644,,,,,67372.5327840518,0,,-1.0,,
5,2024-10-22 04:00:00,67390.01,67493.35,67278.02,67493.34,386.13539,1729573199999,26020681.06001560,50419,186.77119000,12585346.65786740,0,,6.138335184412426,-2.284867555875448,8.423202740287874,,,,,67377.27032193213,0,,1.0,,
6,2024-10-22 05:00:00,67493.35,67642.23,67452.05,67579.99,605.65686,1729576799999,40927654.28252800,63073,286.46446000,19358023.63328460,0,,21.275121048951405,2.427130165089922,18.847990883861485,,,,,67385.2201132289,0,,1.0,,
7,2024-10-22 06:00:00,67579.99,67800.0,67572.0,67572.01,992.83241,1729580399999,67233660.44565380,96701,591.11485000,40032902.26357260,0,,32.2553934949683,8.392782831065599,23.862610663902704,,,,,67392.54520682778,0,,1.0,,
8,2024-10-22 07:00:00,67572.0,67696.97,67386.04,67402.0,598.06763,1729583999999,40398332.17077280,66169,316.16769000,21354880.01607890,0,,26.92853693847428,12.099933652547335,14.828603285926945,,,,,67392.91598303062,0,,1.0,,
9,2024-10-22 08:00:00,67402.0,67402.14,66900.0,66934.07,1660.35676,1729587599999,111444969.47599280,177245,621.81331000,41730424.19191060,0,,-14.879553377162665,6.704036246605336,-21.583589623768,,,,,67374.92202291178,0,,-1.0,,
10,2024-10-22 09:00:00,66934.08,67127.71,66740.0,66960.02,1798.41018,1729591199999,120332796.03220930,231211,838.01100000,56080937.28283140,0,,-45.395526662890916,-3.715876335293915,-41.679650327597,,,,,67358.6513553466,0,,-1.0,,
11,2024-10-22 10:00:00,66960.02,67240.0,66868.53,67184.56,1590.12437,1729594799999,106627045.55768260,141424,908.43056000,60909322.22455130,0,,-50.87470201026008,-13.147641470287148,-37.72706053997293,,,,,67351.82424337223,0,,-1.0,,
12,2024-10-22 11:00:00,67184.56,67526.67,67166.95,67299.15,904.03864,1729598399999,60888934.05977410,135124,455.74191000,30696718.29382810,0,,-45.446651903374004,-19.60744355690452,-25.839208346469484,,,,,67349.7585867694,0,,-1.0,,
13,2024-10-22 12:00:00,67299.15,67474.23,66860.0,66984.0,964.61675,1729601999999,64727172.00304520,178712,442.81717000,29715744.88584470,0,,-65.81616647030751,-28.84918813958512,-36.966978330722384,,,,,67335.41511277844,0,,-1.0,,
14,2024-10-22 13:00:00,66984.0,67175.0,66644.18,66998.21,1827.6462,1729605599999,122328246.60531810,319472,817.38809000,54724371.71155020,0,42.03342981125904,-79.89158481794584,-39.05766747525726,-40.83391734268858,,,,,67322.19138286557,0,,-1.0,,
15,2024-10-22 14:00:00,66998.21,67686.67,66828.0,67559.03,2285.92003,1729609199999,153976791.98781040,480329,1305.02249000,87917513.64273600,0,53.7639848951405,-45.271111046822625,-40.30035618957034,-4.970754857252288,,,,,67331.47917177281,0,,-1.0,,
16,2024-10-22 15:00:00,67559.03,67693.34,67105.65,67282.27,1155.40221,1729612799999,77838282.45725780,235042,513.89962000,34619070.80594410,0,48.54322091608584,-39.70861893500842,-40.182008738657956,0.473389803649539,,,,,67329.54940033074,0,,1.0,,
17,2024-10-22 16:00:00,67282.27,67282.28,66920.0,66966.07,968.42904,1729616399999,64947578.81412210,185331,405.16856000,27166540.53203780,0,43.3623939523009,-60.121952819637954,-44.16999755485396,-15.951955264783997,,,,,67315.29530620012,0,,-1.0,,
18,2024-10-22 17:00:00,66966.06,67435.0,66946.5,67331.58,952.92437,1729619999999,64080085.00247450,166659,631.78115000,42475263.89655800,0,50.00473882981539,-46.272662241288344,-44.590530492140836,-1.6821317491475085,,,,,67315.93392164326,0,,-1.0,,
19,2024-10-22 18:00:00,67331.58,67534.19,67246.79,67385.0,1006.37813,1729623599999,67847475.23607370,119132,729.79487000,49198812.21786580,0,50.910870207776405,-30.633330167169333,-41.79909042714654,11.165760259977205,67283.7035,67722.87092244603,66844.53607755397,,67318.64239530431,0,,1.0,,
20,2024-10-22 19:00:00,67385.0,67635.72,67343.81,67482.98,701.61513,1729627199999,47369592.34439560,116623,376.37401000,25407524.02466000,0,52.60751166550563,-10.215126061608316,-35.4822975540389,25.267171492430585,67288.97750000001,67735.36184158895,66842.59315841107,,67325.08700725315,0,,1.0,,
21,2024-10-22 20:00:00,67482.99,67575.57,67422.12,67532.0,447.5872,1729630799999,30217348.75499190,69738,302.86469000,20447810.20560300,0,53.473918312489694,9.808881440592813,-26.424061755112557,36.232943195705374,67308.091,67762.04293545247,66854.13906454753,,67333.20124226285,0,,1.0,,
22,2024-10-22 21:00:00,67532.0,67550.0,67415.3,67534.85,244.98103,1729634399999,16524654.70247460,37064,138.66855000,9352929.32803770,0,53.527112986636936,25.61277470938512,-16.016694462213025,41.629469171598146,67309.419,67765.98477121857,66852.85322878142,,67341.10903668392,0,,1.0,,
23,2024-10-22 22:00:00,67534.85,67836.01,67491.05,67724.0,618.02795,1729637999999,41829112.07211420,81361,303.17969000,20520147.45599830,0,57.037891491586976,52.791747786526685,-2.255006012465083,55.046753798991766,67329.75749999999,67822.58857890185,66836.92642109813,,67356.12436857866,0,,1.0,,
24,2024-10-22 23:00:00,67724.0,67773.94,67292.0,67426.0,359.58104,1729641599999,24282926.59540040,62099,139.83061000,9440443.41649970,0,50.55772845331061,49.71211988074356,8.138419166176645,41.57370071456691,67331.55649999999,67825.57505184745,66837.53794815253,,67358.86458941872,0,,1.0,,
